"","LSOA.CODE","PCD7","PCD8","OA11CD","LSOA11CD","LSOA11NM","MSOA11CD","MSOA11NM","LAD11CD","LAD11NM","LAD11NMW","PCDOASPLT","LA.CODE","LA.NAME","GOR.CODE","GOR.NAME","IMD.SCORE","RANK.OF.IMD.SCORE..where.1.is.most.deprived."
"84423","E01002902","SW1W8DD","SW1W 8DD","E00014585","E01002902","Kensington and Chelsea 018D","E02000594","Kensington and Chelsea 018","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",13.11,20271
"84425","E01002902","SW1W8BJ","SW1W 8BJ","E00014584","E01002902","Kensington and Chelsea 018D","E02000594","Kensington and Chelsea 018","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",13.11,20271
"84426","E01002902","SW1W8AT","SW1W 8AT","E00014583","E01002902","Kensington and Chelsea 018D","E02000594","Kensington and Chelsea 018","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",13.11,20271
"84428","E01002902","SW1W8EB","SW1W 8EB","E00014582","E01002902","Kensington and Chelsea 018D","E02000594","Kensington and Chelsea 018","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",13.11,20271
"84431","E01002902","SW1W8AL","SW1W 8AL","E00014583","E01002902","Kensington and Chelsea 018D","E02000594","Kensington and Chelsea 018","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",13.11,20271
"84432","E01002902","SW1W8HQ","SW1W 8HQ","E00014583","E01002902","Kensington and Chelsea 018D","E02000594","Kensington and Chelsea 018","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",13.11,20271
"84437","E01002902","SW1W8BZ","SW1W 8BZ","E00014587","E01002902","Kensington and Chelsea 018D","E02000594","Kensington and Chelsea 018","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",13.11,20271
"84440","E01002902","SW1W8AF","SW1W 8AF","E00014583","E01002902","Kensington and Chelsea 018D","E02000594","Kensington and Chelsea 018","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",13.11,20271
"84441","E01002902","SW1W8DA","SW1W 8DA","E00014585","E01002902","Kensington and Chelsea 018D","E02000594","Kensington and Chelsea 018","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",13.11,20271
"84443","E01002902","SW1W8AR","SW1W 8AR","E00014583","E01002902","Kensington and Chelsea 018D","E02000594","Kensington and Chelsea 018","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",13.11,20271
"84444","E01002902","SW1W8BP","SW1W 8BP","E00014585","E01002902","Kensington and Chelsea 018D","E02000594","Kensington and Chelsea 018","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",13.11,20271
"84445","E01002902","SW1W8HE","SW1W 8HE","E00014583","E01002902","Kensington and Chelsea 018D","E02000594","Kensington and Chelsea 018","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",13.11,20271
"84447","E01002902","SW1W8NP","SW1W 8NP","E00014582","E01002902","Kensington and Chelsea 018D","E02000594","Kensington and Chelsea 018","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",13.11,20271
"84448","E01002902","SW1W8HF","SW1W 8HF","E00014583","E01002902","Kensington and Chelsea 018D","E02000594","Kensington and Chelsea 018","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",13.11,20271
"84449","E01002902","SW1W8HH","SW1W 8HH","E00014583","E01002902","Kensington and Chelsea 018D","E02000594","Kensington and Chelsea 018","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",13.11,20271
"84450","E01002902","SW1W8ED","SW1W 8ED","E00014582","E01002902","Kensington and Chelsea 018D","E02000594","Kensington and Chelsea 018","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",13.11,20271
"84451","E01002902","SW1W8DL","SW1W 8DL","E00014584","E01002902","Kensington and Chelsea 018D","E02000594","Kensington and Chelsea 018","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",13.11,20271
"84452","E01002902","SW1W8BH","SW1W 8BH","E00014584","E01002902","Kensington and Chelsea 018D","E02000594","Kensington and Chelsea 018","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",13.11,20271
"84453","E01002902","SW1W8NR","SW1W 8NR","E00014583","E01002902","Kensington and Chelsea 018D","E02000594","Kensington and Chelsea 018","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",13.11,20271
"84454","E01002902","SW1W8HG","SW1W 8HG","E00014583","E01002902","Kensington and Chelsea 018D","E02000594","Kensington and Chelsea 018","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",13.11,20271
"84455","E01002902","SW1W8NW","SW1W 8NW","E00014582","E01002902","Kensington and Chelsea 018D","E02000594","Kensington and Chelsea 018","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",13.11,20271
"84457","E01002902","SW1W8AE","SW1W 8AE","E00014583","E01002902","Kensington and Chelsea 018D","E02000594","Kensington and Chelsea 018","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",13.11,20271
"84458","E01002902","SW1W8NS","SW1W 8NS","E00014583","E01002902","Kensington and Chelsea 018D","E02000594","Kensington and Chelsea 018","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",13.11,20271
"84460","E01002902","SW1W8NL","SW1W 8NL","E00014587","E01002902","Kensington and Chelsea 018D","E02000594","Kensington and Chelsea 018","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",13.11,20271
"84463","E01002902","SW1W8NN","SW1W 8NN","E00014585","E01002902","Kensington and Chelsea 018D","E02000594","Kensington and Chelsea 018","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",13.11,20271
"84464","E01002902","SW1W8DH","SW1W 8DH","E00014585","E01002902","Kensington and Chelsea 018D","E02000594","Kensington and Chelsea 018","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",13.11,20271
"84465","E01002902","SW1W8NJ","SW1W 8NJ","E00014587","E01002902","Kensington and Chelsea 018D","E02000594","Kensington and Chelsea 018","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",13.11,20271
"84467","E01002902","SW1W8PW","SW1W 8PW","E00014587","E01002902","Kensington and Chelsea 018D","E02000594","Kensington and Chelsea 018","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",13.11,20271
"84468","E01002902","SW1W8HJ","SW1W 8HJ","E00014583","E01002902","Kensington and Chelsea 018D","E02000594","Kensington and Chelsea 018","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",13.11,20271
"84469","E01002902","SW1W8NH","SW1W 8NH","E00014587","E01002902","Kensington and Chelsea 018D","E02000594","Kensington and Chelsea 018","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",13.11,20271
"84471","E01002902","SW1W8DJ","SW1W 8DJ","E00014582","E01002902","Kensington and Chelsea 018D","E02000594","Kensington and Chelsea 018","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",13.11,20271
"84472","E01002902","SW1W8EA","SW1W 8EA","E00014582","E01002902","Kensington and Chelsea 018D","E02000594","Kensington and Chelsea 018","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",13.11,20271
"84473","E01002902","SW1W8BU","SW1W 8BU","E00014585","E01002902","Kensington and Chelsea 018D","E02000594","Kensington and Chelsea 018","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",13.11,20271
"84672","E01002910","SW109PD","SW10 9PD","E00014655","E01002910","Kensington and Chelsea 019C","E02000595","Kensington and Chelsea 019","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",15.17,18095
"84673","E01002910","SW109PA","SW10 9PA","E00014655","E01002910","Kensington and Chelsea 019C","E02000595","Kensington and Chelsea 019","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",15.17,18095
"84675","E01002910","SW109QD","SW10 9QD","E00014651","E01002910","Kensington and Chelsea 019C","E02000595","Kensington and Chelsea 019","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",15.17,18095
"84677","E01002910","SW109QW","SW10 9QW","E00014654","E01002910","Kensington and Chelsea 019C","E02000595","Kensington and Chelsea 019","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",15.17,18095
"84678","E01002910","SW109PE","SW10 9PE","E00014651","E01002910","Kensington and Chelsea 019C","E02000595","Kensington and Chelsea 019","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",15.17,18095
"84684","E01002910","SW109QE","SW10 9QE","E00014654","E01002910","Kensington and Chelsea 019C","E02000595","Kensington and Chelsea 019","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",15.17,18095
"84689","E01002910","SW109QB","SW10 9QB","E00014651","E01002910","Kensington and Chelsea 019C","E02000595","Kensington and Chelsea 019","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",15.17,18095
"84690","E01002910","SW109PF","SW10 9PF","E00014651","E01002910","Kensington and Chelsea 019C","E02000595","Kensington and Chelsea 019","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",15.17,18095
"84692","E01002910","SW109QQ","SW10 9QQ","E00014656","E01002910","Kensington and Chelsea 019C","E02000595","Kensington and Chelsea 019","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",15.17,18095
"84693","E01002910","SW109QG","SW10 9QG","E00014656","E01002910","Kensington and Chelsea 019C","E02000595","Kensington and Chelsea 019","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",15.17,18095
"84695","E01002910","SW109NZ","SW10 9NZ","E00014656","E01002910","Kensington and Chelsea 019C","E02000595","Kensington and Chelsea 019","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",15.17,18095
"84698","E01002910","SW109PB","SW10 9PB","E00014655","E01002910","Kensington and Chelsea 019C","E02000595","Kensington and Chelsea 019","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",15.17,18095
"84703","E01002910","SW109QF","SW10 9QF","E00014656","E01002910","Kensington and Chelsea 019C","E02000595","Kensington and Chelsea 019","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",15.17,18095
"84712","E01002910","SW109PS","SW10 9PS","E00014651","E01002910","Kensington and Chelsea 019C","E02000595","Kensington and Chelsea 019","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",15.17,18095
"84714","E01002911","SW109PZ","SW10 9PZ","E00014659","E01002911","Kensington and Chelsea 019D","E02000595","Kensington and Chelsea 019","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",10.49,23385
"84717","E01002911","SW100LL","SW10 0LL","E00014669","E01002911","Kensington and Chelsea 019D","E02000595","Kensington and Chelsea 019","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",10.49,23385
"84718","E01002911","SW100HX","SW10 0HX","E00014668","E01002911","Kensington and Chelsea 019D","E02000595","Kensington and Chelsea 019","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",10.49,23385
"84720","E01002911","SW100HT","SW10 0HT","E00014668","E01002911","Kensington and Chelsea 019D","E02000595","Kensington and Chelsea 019","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",10.49,23385
"84725","E01002911","SW100HY","SW10 0HY","E00014668","E01002911","Kensington and Chelsea 019D","E02000595","Kensington and Chelsea 019","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",10.49,23385
"84726","E01002911","SW109QH","SW10 9QH","E00014659","E01002911","Kensington and Chelsea 019D","E02000595","Kensington and Chelsea 019","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",10.49,23385
"84727","E01002911","SW109QA","SW10 9QA","E00014659","E01002911","Kensington and Chelsea 019D","E02000595","Kensington and Chelsea 019","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",10.49,23385
"84728","E01002911","SW100HS","SW10 0HS","E00014668","E01002911","Kensington and Chelsea 019D","E02000595","Kensington and Chelsea 019","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",10.49,23385
"84729","E01002911","SW109NY","SW10 9NY","E00014659","E01002911","Kensington and Chelsea 019D","E02000595","Kensington and Chelsea 019","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",10.49,23385
"84731","E01002911","SW100JB","SW10 0JB","E00014668","E01002911","Kensington and Chelsea 019D","E02000595","Kensington and Chelsea 019","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",10.49,23385
"84735","E01002911","SW100LG","SW10 0LG","E00014669","E01002911","Kensington and Chelsea 019D","E02000595","Kensington and Chelsea 019","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",10.49,23385
"84740","E01002911","SW100JH","SW10 0JH","E00014668","E01002911","Kensington and Chelsea 019D","E02000595","Kensington and Chelsea 019","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",10.49,23385
"84744","E01002911","SW100JA","SW10 0JA","E00014668","E01002911","Kensington and Chelsea 019D","E02000595","Kensington and Chelsea 019","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",10.49,23385
"84746","E01002911","SW100HN","SW10 0HN","E00014669","E01002911","Kensington and Chelsea 019D","E02000595","Kensington and Chelsea 019","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",10.49,23385
"84750","E01002911","SW100HU","SW10 0HU","E00014668","E01002911","Kensington and Chelsea 019D","E02000595","Kensington and Chelsea 019","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",10.49,23385
"84751","E01002911","SW100HL","SW10 0HL","E00014669","E01002911","Kensington and Chelsea 019D","E02000595","Kensington and Chelsea 019","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",10.49,23385
"84752","E01002911","SW100LJ","SW10 0LJ","E00014669","E01002911","Kensington and Chelsea 019D","E02000595","Kensington and Chelsea 019","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",10.49,23385
"84755","E01002911","SW100JD","SW10 0JD","E00014668","E01002911","Kensington and Chelsea 019D","E02000595","Kensington and Chelsea 019","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",10.49,23385
"84758","E01002911","SW100HZ","SW10 0HZ","E00014668","E01002911","Kensington and Chelsea 019D","E02000595","Kensington and Chelsea 019","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",10.49,23385
"84759","E01002911","SW100AZ","SW10 0AZ","E00014669","E01002911","Kensington and Chelsea 019D","E02000595","Kensington and Chelsea 019","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",10.49,23385
"84761","E01002911","SW100HR","SW10 0HR","E00014669","E01002911","Kensington and Chelsea 019D","E02000595","Kensington and Chelsea 019","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",10.49,23385
"84764","E01002911","SW100HP","SW10 0HP","E00014669","E01002911","Kensington and Chelsea 019D","E02000595","Kensington and Chelsea 019","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",10.49,23385
"84766","E01002911","SW100LQ","SW10 0LQ","E00014669","E01002911","Kensington and Chelsea 019D","E02000595","Kensington and Chelsea 019","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",10.49,23385
"84767","E01002911","SW100HJ","SW10 0HJ","E00014668","E01002911","Kensington and Chelsea 019D","E02000595","Kensington and Chelsea 019","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",10.49,23385
"84768","E01002911","SW100JE","SW10 0JE","E00014669","E01002911","Kensington and Chelsea 019D","E02000595","Kensington and Chelsea 019","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",10.49,23385
"84770","E01002912","SW100AR","SW10 0AR","E00014663","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84771","E01002912","SW100HH","SW10 0HH","E00014664","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84772","E01002912","SW109TQ","SW10 9TQ","E00014664","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",1,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84773","E01002912","SW100AL","SW10 0AL","E00014663","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84775","E01002912","SW109NG","SW10 9NG","E00014664","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84776","E01002912","SW100AN","SW10 0AN","E00014663","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84777","E01002912","SW100AJ","SW10 0AJ","E00014661","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84778","E01002912","SW100AY","SW10 0AY","E00014666","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84779","E01002912","SW109TY","SW10 9TY","E00014667","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84780","E01002912","SW100BL","SW10 0BL","E00014666","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84781","E01002912","SW100BQ","SW10 0BQ","E00014664","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84782","E01002912","SW100AW","SW10 0AW","E00014663","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84783","E01002912","SW100JN","SW10 0JN","E00014664","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84784","E01002912","SW100AU","SW10 0AU","E00014663","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84785","E01002912","SW100AS","SW10 0AS","E00014663","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84786","E01002912","SW100JG","SW10 0JG","E00014664","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84787","E01002912","SW100BH","SW10 0BH","E00014666","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84788","E01002912","SW100QP","SW10 0QP","E00014667","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84789","E01002912","SW100NN","SW10 0NN","E00014665","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84790","E01002912","SW100AQ","SW10 0AQ","E00014663","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84791","E01002912","SW109TU","SW10 9TU","E00014665","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84792","E01002912","SW100AX","SW10 0AX","E00014666","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84793","E01002912","SW100QR","SW10 0QR","E00014667","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84794","E01002912","SW100JF","SW10 0JF","E00014664","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84795","E01002912","SW100TA","SW10 0TA","E00014665","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84796","E01002912","SW100JQ","SW10 0JQ","E00014664","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84797","E01002912","SW100NQ","SW10 0NQ","E00014666","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84798","E01002912","SW100BG","SW10 0BG","E00014666","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84799","E01002912","SW100AH","SW10 0AH","E00014661","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84800","E01002912","SW109NH","SW10 9NH","E00014664","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84801","E01002912","SW100BJ","SW10 0BJ","E00014666","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84802","E01002912","SW109TN","SW10 9TN","E00014664","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",1,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84804","E01002912","SW100AE","SW10 0AE","E00014661","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84805","E01002912","SW109QL","SW10 9QL","E00014661","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84806","E01002912","SW100LW","SW10 0LW","E00014667","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84807","E01002912","SW100NW","SW10 0NW","E00014665","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84808","E01002912","SW100AD","SW10 0AD","E00014661","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84809","E01002912","SW100AG","SW10 0AG","E00014661","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84810","E01002912","SW109TX","SW10 9TX","E00014665","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84811","E01002912","SW109UZ","SW10 9UZ","E00014667","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",1,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84812","E01002912","SW100AP","SW10 0AP","E00014666","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84813","E01002912","SW109TW","SW10 9TW","E00014661","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84814","E01002912","SW100QY","SW10 0QY","E00014667","E01002912","Kensington and Chelsea 020E","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",16.41,17000
"84815","E01002913","SW100NJ","SW10 0NJ","E00014673","E01002913","Kensington and Chelsea 021E","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",20.56,13570
"84816","E01002913","SW100QT","SW10 0QT","E00175092","E01002913","Kensington and Chelsea 021E","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",20.56,13570
"84817","E01002913","SW100JZ","SW10 0JZ","E00014670","E01002913","Kensington and Chelsea 021E","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",20.56,13570
"84818","E01002913","SW100TL","SW10 0TL","E00175092","E01002913","Kensington and Chelsea 021E","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",20.56,13570
"84819","E01002913","SW100LB","SW10 0LB","E00014670","E01002913","Kensington and Chelsea 021E","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",20.56,13570
"84820","E01002913","SW100NL","SW10 0NL","E00014670","E01002913","Kensington and Chelsea 021E","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",20.56,13570
"84821","E01002913","SW100QX","SW10 0QX","E00175092","E01002913","Kensington and Chelsea 021E","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",20.56,13570
"84822","E01002913","SW100RB","SW10 0RB","E00175088","E01002913","Kensington and Chelsea 021E","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",20.56,13570
