"","LSOA.CODE","PCD7","PCD8","OA11CD","LSOA11CD","LSOA11NM","MSOA11CD","MSOA11NM","LAD11CD","LAD11NM","LAD11NMW","PCDOASPLT","LA.CODE","LA.NAME","GOR.CODE","GOR.NAME","IMD.SCORE","RANK.OF.IMD.SCORE..where.1.is.most.deprived."
"134933","E01004732","SW1P2LG","SW1P 2LG","E00023926","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134934","E01004732","SW1P2LA","SW1P 2LA","E00023951","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134935","E01004732","SW1P3BP","SW1P 3BP","E00023947","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134936","E01004732","SW1P2LP","SW1P 2LP","E00023944","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134937","E01004732","SW1P2DW","SW1P 2DW","E00023950","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134938","E01004732","SW1P2EJ","SW1P 2EJ","E00023951","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134939","E01004732","SW1P2LW","SW1P 2LW","E00023944","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134940","E01004732","SW1P2LN","SW1P 2LN","E00023944","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134941","E01004732","SW1P2DP","SW1P 2DP","E00023947","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134942","E01004732","SW1P2DR","SW1P 2DR","E00023950","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134943","E01004732","SW1P2JQ","SW1P 2JQ","E00023926","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134944","E01004732","SW1P3QZ","SW1P 3QZ","E00023947","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134945","E01004732","SW1P2EL","SW1P 2EL","E00023949","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134946","E01004732","SW1P2HA","SW1P 2HA","E00023926","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134947","E01004732","SW1P2JF","SW1P 2JF","E00023950","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134948","E01004732","SW1P2JY","SW1P 2JY","E00023951","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134949","E01004732","SW1P2JX","SW1P 2JX","E00023951","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134950","E01004732","SW1P2HD","SW1P 2HD","E00023949","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134951","E01004732","SW1P2JB","SW1P 2JB","E00023944","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134952","E01004732","SW1P2JU","SW1P 2JU","E00023951","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134953","E01004732","SW1P2EZ","SW1P 2EZ","E00023951","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134954","E01004732","SW1P2LH","SW1P 2LH","E00023926","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134955","E01004732","SW1P2JZ","SW1P 2JZ","E00023951","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134956","E01004732","SW1P2EH","SW1P 2EH","E00023951","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134957","E01004732","SW1P3QY","SW1P 3QY","E00023947","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134958","E01004732","SW1P2JP","SW1P 2JP","E00023926","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134959","E01004732","SW1P2LL","SW1P 2LL","E00023944","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134960","E01004732","SW1P2DB","SW1P 2DB","E00023947","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134961","E01004732","SW1P2DN","SW1P 2DN","E00023950","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134962","E01004732","SW1P2DE","SW1P 2DE","E00023947","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134963","E01004732","SW1P2ET","SW1P 2ET","E00023949","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134964","E01004732","SW1P2JE","SW1P 2JE","E00023944","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134965","E01004732","SW1P2EY","SW1P 2EY","E00023951","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134966","E01004732","SW1P2DJ","SW1P 2DJ","E00023950","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134967","E01004732","SW1P2BU","SW1P 2BU","E00023947","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134968","E01004732","SW1P2EU","SW1P 2EU","E00023949","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134969","E01004732","SW1P2JD","SW1P 2JD","E00023950","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134970","E01004732","SW1P2DG","SW1P 2DG","E00023947","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134971","E01004732","SW1P2EX","SW1P 2EX","E00023949","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134972","E01004732","SW1P2HY","SW1P 2HY","E00023949","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134973","E01004732","SW1P2EW","SW1P 2EW","E00023949","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134974","E01004732","SW1P2JG","SW1P 2JG","E00023950","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134975","E01004732","SW1P2JT","SW1P 2JT","E00023949","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134976","E01004732","SW1P2HZ","SW1P 2HZ","E00023949","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",1,"00BK","City of Westminster","H","London",40.3,4484
"134977","E01004732","SW1P2DF","SW1P 2DF","E00023947","E01004732","Westminster 020B","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",40.3,4484
"134978","E01004733","SW1P2BB","SW1P 2BB","E00023927","E01004733","Westminster 020C","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",18.2,15413
"134979","E01004733","SW1P2DZ","SW1P 2DZ","E00023927","E01004733","Westminster 020C","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",18.2,15413
"134980","E01004733","SW1P3HN","SW1P 3HN","E00175227","E01004733","Westminster 020C","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",18.2,15413
"134981","E01004733","SW1P2QL","SW1P 2QL","E00023927","E01004733","Westminster 020C","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",18.2,15413
"134982","E01004733","SW1P2BG","SW1P 2BG","E00023927","E01004733","Westminster 020C","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",18.2,15413
"134983","E01004733","SW1P2BD","SW1P 2BD","E00023927","E01004733","Westminster 020C","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",18.2,15413
"134984","E01004733","SW1P3RT","SW1P 3RT","E00023945","E01004733","Westminster 020C","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",18.2,15413
"134985","E01004733","SW1P3LT","SW1P 3LT","E00175227","E01004733","Westminster 020C","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",18.2,15413
"134986","E01004733","SW1P2BF","SW1P 2BF","E00175229","E01004733","Westminster 020C","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",18.2,15413
"134987","E01004733","SW1P2PQ","SW1P 2PQ","E00023927","E01004733","Westminster 020C","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",18.2,15413
"134988","E01004733","SW1A2JJ","SW1A 2JJ","E00023945","E01004733","Westminster 020C","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",18.2,15413
"134989","E01004733","SW1P3PL","SW1P 3PL","E00023945","E01004733","Westminster 020C","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",18.2,15413
"134990","E01004733","SW1P3NG","SW1P 3NG","E00023945","E01004733","Westminster 020C","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",18.2,15413
"134991","E01004733","SW1P3HS","SW1P 3HS","E00023945","E01004733","Westminster 020C","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",18.2,15413
"134992","E01004733","SW1P3HL","SW1P 3HL","E00023945","E01004733","Westminster 020C","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",18.2,15413
"134993","E01004733","SW1P2EF","SW1P 2EF","E00023927","E01004733","Westminster 020C","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",18.2,15413
"134994","E01004733","SW1P2PG","SW1P 2PG","E00023927","E01004733","Westminster 020C","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",18.2,15413
"134995","E01004733","SW1P3PH","SW1P 3PH","E00023945","E01004733","Westminster 020C","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",18.2,15413
"134996","E01004733","SW1P3JU","SW1P 3JU","E00023945","E01004733","Westminster 020C","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",18.2,15413
"134997","E01004733","SW1A2LZ","SW1A 2LZ","E00023945","E01004733","Westminster 020C","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",18.2,15413
"134998","E01004733","SW1P3QL","SW1P 3QL","E00175227","E01004733","Westminster 020C","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",18.2,15413
"134999","E01004733","SW1P3LD","SW1P 3LD","E00023945","E01004733","Westminster 020C","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",18.2,15413
"135000","E01004733","SW1P3NB","SW1P 3NB","E00023945","E01004733","Westminster 020C","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",18.2,15413
"135001","E01004733","SW1P2QW","SW1P 2QW","E00023954","E01004733","Westminster 020C","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",18.2,15413
